ID,survey_finish_time,sex,sex2,age,year,location,location2,location3,KLikert,KBinary,KBinaryAll,KExpl,KExplSimple,KProfits,Int,IntUmyślnie,IntCelowo,IntŚwiadomie,Intention,BSądził,BPrzekonany,Aware,Reasons,Condition,Scale,Form,edu
96,182,Mężczyzna,NA,45-54 lata,47,wieś,NA,NA,-1,NA,No,"Dyrektor nie zdawał sobie sprawy, że stan środowiska może się polepszyć.",Q,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Help,LIK,ST,Średnie
97,187,Kobieta,NA,25-34 lata,34,małe miasto (do 20 tys. mieszkańców),NA,NA,NA,1,Yes,"Dyrektor zdawał sobie sprawę, że może zaszkodzić środowisku.",Q,3,3,3,3,3,3,3,3,3,3,Harm,FC,AG,Wyższe licencjackie lub inżynierskie
98,327,Kobieta,NA,55 lat lub więcej,71,średnie miasto (od 20 do 99 tys. mieszkańców),20 – 49 tys. mieszkańców,NA,3,NA,Yes,"Dyrektor miał powody, by sądzić, że wdrożenie programu zaszkodzi środowisku.",R,3,2,3,3,3,1,2,3,3,3,Harm,LIK,PR,Zawodowe lub policealne
99,111,Mężczyzna,NA,35-44 lata,37,duże miasto (od 100 do 500 tys. mieszkańców),NA,100 – 200 tys. mieszkańców,NA,0,No,"Dyrektor nie zdawał sobie sprawy, że wdrożenie programu może zaszkodzić środowisku.",Q,3,2,-2,-1,-1,2,0,-1,1,1,Harm,FC,PR,Wyższe licencjackie lub inżynierskie
100,235,Kobieta,NA,45-54 lata,48,wielkie miasto (powyżej 500 tys. mieszkańców),NA,NA,3,NA,Yes,"Dyrektor zdawał sobie sprawę, że może zaszkodzić środowisku.",Q,3,-2,2,-2,3,-2,0,1,3,0,Harm,LIK,AG,Średnie
101,257,Kobieta,NA,35-44 lata,40,wieś,NA,NA,NA,0,No,"Dyrektor nie zdawał sobie sprawy, że stan środowiska może się polepszyć.",Q,0,0,1,-2,-2,-2,-2,-2,-2,-2,Help,FC,ST,Średnie
102,183,Kobieta,NA,55 lat lub więcej,56,małe miasto (do 20 tys. mieszkańców),NA,NA,NA,1,Yes,"Dyrektor zdawał sobie sprawę, że wdrożenie programu może pomóc środowisku.",Q,3,-3,-1,-2,-3,-3,0,2,2,1,Help,FC,PR,Wyższe magisterskie
103,208,Mężczyzna,NA,55 lat lub więcej,79,średnie miasto (od 20 do 99 tys. mieszkańców),20 – 49 tys. mieszkańców,NA,NA,0,No,"Dyrektor nie miał powodów, by sądzić, że wdrożenie programu pomoże środowisku.",R,3,3,-3,-3,-3,-3,-3,-3,-3,-3,Help,FC,PR,Wyższe magisterskie
104,150,Mężczyzna,NA,25-34 lata,30,duże miasto (od 100 do 500 tys. mieszkańców),NA,200 – 500 tys. mieszkańców,2,NA,Yes,"Dyrektor miał powody, by sądzić, że stan środowiska się pogorszy.",R,2,2,2,2,2,2,2,2,2,2,Harm,LIK,ST,Wyższe licencjackie lub inżynierskie
105,220,Kobieta,NA,55 lat lub więcej,69,duże miasto (od 100 do 500 tys. mieszkańców),NA,200 – 500 tys. mieszkańców,2,NA,Yes,"Dyrektor miał powody, by sądzić, że pomoże środowisku.",R,3,2,0,0,1,1,1,1,2,1,Help,LIK,AG,Średnie
106,794,Kobieta,NA,55 lat lub więcej,59,wieś,NA,NA,2,NA,Yes,"Dyrektor zdawał sobie sprawę, że stan środowiska może się polepszyć.",Q,3,1,0,-1,-2,-3,1,-1,1,0,Help,LIK,ST,Średnie
107,186,Kobieta,NA,45-54 lata,47,wieś,NA,NA,0,NA,Neither,"Nie było jasne, czy dyrektor zdawał sobie sprawę, czy nie zdawał sobie sprawy, że wdrożenie programu może pomóc ",Q,3,0,-3,-3,-3,0,-3,3,3,3,Help,LIK,PR,Zawodowe lub policealne
108,268,Mężczyzna,NA,55 lat lub więcej,57,małe miasto (do 20 tys. mieszkańców),NA,NA,NA,1,Yes,"Dyrektor zdawał sobie sprawę, że stan środowiska może się polepszyć.",Q,2,1,-1,-1,-1,-1,-1,-1,1,-1,Help,FC,ST,Zawodowe lub policealne
109,170,Kobieta,NA,45-54 lata,45,wieś,NA,NA,1,NA,Yes,"Dyrektor miał powody, by sądzić, że stan środowiska się polepszy.",R,1,1,0,0,1,1,1,0,1,1,Help,LIK,ST,Zawodowe lub policealne
110,133,Kobieta,NA,55 lat lub więcej,59,wieś,NA,NA,NA,0,No,"Dyrektor nie był przekonany, że wdrożenie programu pomoże środowisku.",B,0,-3,0,-2,-1,-1,-1,-2,-2,-2,Help,FC,PR,Zawodowe lub policealne
111,222,Kobieta,NA,55 lat lub więcej,57,duże miasto (od 100 do 500 tys. mieszkańców),NA,200 – 500 tys. mieszkańców,NA,1,Yes,"Dyrektor miał powody, by sądzić, że wdrożenie programu zaszkodzi środowisku.",R,3,-3,-3,-2,2,-3,0,0,2,3,Harm,FC,PR,Wyższe licencjackie lub inżynierskie
112,265,Kobieta,NA,55 lat lub więcej,66,wieś,NA,NA,2,NA,Yes,"Dyrektor miał powody, by sądzić, że stan środowiska się polepszy.",R,2,2,0,2,2,2,2,2,2,2,Help,LIK,ST,Średnie
113,205,Mężczyzna,NA,45-54 lata,50,wieś,NA,NA,NA,1,Yes,"Dyrektor był przekonany, że zaszkodzi środowisku.",B,3,0,-3,-3,3,-3,3,3,3,3,Harm,FC,AG,Wyższe magisterskie
114,329,Mężczyzna,NA,35-44 lata,39,wieś,NA,NA,NA,1,Yes,"Dyrektor był przekonany, że stan środowiska się polepszy.",B,2,1,2,2,2,2,1,2,2,2,Help,FC,ST,Wyższe magisterskie
115,159,Kobieta,NA,55 lat lub więcej,56,wieś,NA,NA,3,NA,Yes,"Dyrektor był przekonany, że stan środowiska się pogorszy.",B,3,3,3,3,3,3,3,3,3,3,Harm,LIK,ST,Średnie
116,326,Mężczyzna,NA,55 lat lub więcej,57,średnie miasto (od 20 do 99 tys. mieszkańców),20 – 49 tys. mieszkańców,NA,NA,1,Yes,"Dyrektor miał powody, by sądzić, że stan środowiska się polepszy.",R,3,-3,-3,-3,-2,-3,0,1,2,2,Help,FC,ST,Zawodowe lub policealne
117,284,Mężczyzna,NA,55 lat lub więcej,56,wieś,NA,NA,NA,1,Yes,"Dyrektor zdawał sobie sprawę, że stan środowiska może się polepszyć.",Q,3,-2,-2,-2,-2,-2,-1,-1,-1,-1,Help,FC,ST,Średnie
118,203,Mężczyzna,NA,25-34 lata,30,duże miasto (od 100 do 500 tys. mieszkańców),NA,100 – 200 tys. mieszkańców,3,NA,Yes,"Dyrektor zdawał sobie sprawę, że stan środowiska może się pogorszyć.",Q,0,3,3,3,3,3,0,3,3,3,Harm,LIK,ST,Średnie
119,207,Mężczyzna,NA,35-44 lata,42,wielkie miasto (powyżej 500 tys. mieszkańców),NA,NA,-3,NA,No,"Dyrektor nie zdawał sobie sprawy, że może pomóc środowisku.",Q,3,-3,-3,-3,-3,-3,-3,-3,-3,-3,Help,LIK,AG,Średnie
120,239,Kobieta,NA,45-54 lata,51,duże miasto (od 100 do 500 tys. mieszkańców),NA,100 – 200 tys. mieszkańców,NA,1,Yes,"Dyrektor zdawał sobie sprawę, że wdrożenie programu może pomóc środowisku.",Q,3,3,3,-3,-3,-2,0,-3,3,3,Help,FC,PR,Wyższe licencjackie lub inżynierskie
121,326,Kobieta,NA,55 lat lub więcej,73,średnie miasto (od 20 do 99 tys. mieszkańców),50 – 99 tys. mieszkańców,NA,0,NA,Neither,"Nie było jasne, czy dyrektor zdawał sobie sprawę, czy nie zdawał sobie sprawy, że może pomóc środowisku.",Q,3,-3,0,0,-3,-3,-3,-3,-3,-3,Help,LIK,AG,Średnie
122,294,Mężczyzna,NA,55 lat lub więcej,68,średnie miasto (od 20 do 99 tys. mieszkańców),20 – 49 tys. mieszkańców,NA,NA,1,Yes,"Dyrektor był przekonany, że stan środowiska się pogorszy.",B,3,3,3,3,3,3,-3,3,-3,3,Harm,FC,ST,Średnie
123,240,Mężczyzna,NA,55 lat lub więcej,72,wieś,NA,NA,3,NA,Yes,"Dyrektor zdawał sobie sprawę, że stan środowiska może się pogorszyć.",Q,2,2,2,2,2,2,-2,2,2,2,Harm,LIK,ST,Średnie
124,340,Kobieta,NA,45-54 lata,46,średnie miasto (od 20 do 99 tys. mieszkańców),20 – 49 tys. mieszkańców,NA,NA,1,Yes,"Dyrektor zdawał sobie sprawę, że wdrożenie programu może pomóc środowisku.",Q,3,-3,-3,-3,0,-3,-3,-3,1,1,Help,FC,PR,Wyższe magisterskie
125,1099,Mężczyzna,NA,55 lat lub więcej,74,wielkie miasto (powyżej 500 tys. mieszkańców),NA,NA,3,NA,Yes,"Dyrektor miał powody, by sądzić, że wdrożenie programu zaszkodzi środowisku.",R,3,-1,-1,0,0,-1,1,0,2,3,Harm,LIK,PR,Wyższe magisterskie
126,251,Kobieta,NA,55 lat lub więcej,64,duże miasto (od 100 do 500 tys. mieszkańców),NA,100 – 200 tys. mieszkańców,NA,1,Yes,"Dyrektor był przekonany, że pomoże środowisku.",B,2,0,1,1,2,2,2,2,2,1,Help,FC,AG,Średnie
127,182,Kobieta,NA,55 lat lub więcej,75,wielkie miasto (powyżej 500 tys. mieszkańców),NA,NA,1,NA,Yes,"Dyrektor miał powody, by sądzić, że wdrożenie programu pomoże środowisku.",R,1,1,1,1,1,1,1,1,1,1,Help,LIK,PR,Wyższe magisterskie
128,348,Mężczyzna,NA,35-44 lata,38,wieś,NA,NA,NA,1,Yes,"Dyrektor był przekonany, że wdrożenie programu zaszkodzi środowisku.",B,0,-3,3,3,3,3,-3,3,3,3,Harm,FC,PR,Wyższe magisterskie
129,281,Kobieta,NA,55 lat lub więcej,65,duże miasto (od 100 do 500 tys. mieszkańców),NA,100 – 200 tys. mieszkańców,3,NA,Yes,"Dyrektor był przekonany, że wdrożenie programu zaszkodzi środowisku.",B,2,0,-1,-1,2,-1,1,1,3,2,Harm,LIK,PR,Wyższe magisterskie
130,113,Kobieta,NA,45-54 lata,46,średnie miasto (od 20 do 99 tys. mieszkańców),50 – 99 tys. mieszkańców,NA,-3,NA,No,"Dyrektor nie zdawał sobie sprawy, że wdrożenie programu może pomóc środowisku.",Q,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,Help,LIK,PR,Średnie
131,246,Mężczyzna,NA,45-54 lata,50,wieś,NA,NA,NA,1,Yes,"Dyrektor zdawał sobie sprawę, że stan środowiska może się pogorszyć.",Q,1,0,0,-1,0,0,0,0,0,0,Harm,FC,ST,Średnie
132,390,Mężczyzna,NA,25-34 lata,27,średnie miasto (od 20 do 99 tys. mieszkańców),50 – 99 tys. mieszkańców,NA,NA,0,No,"Dyrektor nie był przekonany, że wdrożenie programu pomoże środowisku.",B,1,3,2,0,2,2,0,2,3,-2,Help,FC,PR,Zawodowe lub policealne
133,287,Kobieta,NA,55 lat lub więcej,59,średnie miasto (od 20 do 99 tys. mieszkańców),20 – 49 tys. mieszkańców,NA,-1,NA,No,"Dyrektor nie zdawał sobie sprawy, że wdrożenie programu może pomóc środowisku.",Q,-2,-3,-3,-3,-2,-2,0,-2,-2,0,Help,LIK,PR,Średnie
134,176,Kobieta,NA,45-54 lata,51,wieś,NA,NA,NA,1,Yes,"Dyrektor zdawał sobie sprawę, że może zaszkodzić środowisku.",Q,2,2,-2,1,1,1,-1,1,1,-1,Harm,FC,AG,Zawodowe lub policealne
135,193,Kobieta,NA,25-34 lata,26,wielkie miasto (powyżej 500 tys. mieszkańców),NA,NA,3,NA,Yes,"Dyrektor zdawał sobie sprawę, że wdrożenie programu może zaszkodzić środowisku.",Q,3,0,3,3,3,3,3,3,3,3,Harm,LIK,PR,Średnie
136,117,Kobieta,NA,55 lat lub więcej,65,wielkie miasto (powyżej 500 tys. mieszkańców),NA,NA,3,NA,Yes,"Dyrektor zdawał sobie sprawę, że może zaszkodzić środowisku.",Q,3,3,3,3,3,3,3,3,3,3,Harm,LIK,AG,Zawodowe lub policealne
137,1562,Kobieta,NA,35-44 lata,37,wielkie miasto (powyżej 500 tys. mieszkańców),NA,NA,3,NA,Yes,"Dyrektor był przekonany, że stan środowiska się pogorszy.",B,3,3,3,3,3,3,3,3,3,3,Harm,LIK,ST,Wyższe magisterskie
138,211,Kobieta,NA,45-54 lata,54,wieś,NA,NA,3,NA,Yes,"Dyrektor zdawał sobie sprawę, że może pomóc środowisku.",Q,3,3,3,3,3,3,3,3,3,3,Help,LIK,AG,Średnie
139,266,Mężczyzna,NA,25-34 lata,34,wieś,NA,NA,NA,0,No,"Dyrektor nie był przekonany, że pomoże środowisku.",B,3,1,-1,-1,-1,-2,-2,-1,-1,0,Help,FC,AG,Średnie
140,209,Kobieta,NA,35-44 lata,44,duże miasto (od 100 do 500 tys. mieszkańców),NA,200 – 500 tys. mieszkańców,NA,0,No,"Dyrektor nie był przekonany, że stan środowiska się polepszy.",B,3,1,-3,-3,-3,-3,-2,-2,-2,0,Help,FC,ST,Wyższe magisterskie
141,391,Kobieta,NA,55 lat lub więcej,65,wieś,NA,NA,NA,0,No,"Dyrektor nie zdawał sobie sprawy, że wdrożenie programu może pomóc środowisku.",Q,3,3,-2,-3,-3,0,-1,-1,0,0,Help,FC,PR,Zawodowe lub policealne
142,272,Kobieta,NA,35-44 lata,37,duże miasto (od 100 do 500 tys. mieszkańców),NA,200 – 500 tys. mieszkańców,NA,0,No,"Dyrektor nie miał powodów, by sądzić, że stan środowiska się polepszy.",R,-3,-3,-3,3,-3,-3,-3,-3,-3,-3,Help,FC,ST,Wyższe magisterskie
143,225,Mężczyzna,NA,55 lat lub więcej,64,wieś,NA,NA,1,NA,Yes,"Dyrektor miał powody, by sądzić, że stan środowiska się polepszy.",R,2,0,-2,-2,-2,-2,1,0,1,1,Help,LIK,ST,Średnie
144,194,Mężczyzna,NA,18-24 lata,24,wieś,NA,NA,-1,NA,No,"Dyrektor nie był przekonany, że pomoże środowisku.",B,0,-1,-1,-2,-1,-1,-1,-1,-1,0,Help,LIK,AG,Wyższe magisterskie
145,235,Mężczyzna,NA,35-44 lata,39,średnie miasto (od 20 do 99 tys. mieszkańców),50 – 99 tys. mieszkańców,NA,3,NA,Yes,"Dyrektor zdawał sobie sprawę, że stan środowiska może się polepszyć.",Q,3,-3,-3,-3,-3,-3,3,3,3,3,Help,LIK,ST,Wyższe magisterskie
146,132,Mężczyzna,NA,25-34 lata,30,średnie miasto (od 20 do 99 tys. mieszkańców),50 – 99 tys. mieszkańców,NA,3,NA,Yes,"Dyrektor zdawał sobie sprawę, że może zaszkodzić środowisku.",Q,3,3,3,3,3,3,3,3,3,3,Harm,LIK,AG,Średnie
147,114,Mężczyzna,NA,18-24 lata,21,wieś,NA,NA,1,NA,Yes,"Dyrektor miał powody, by sądzić, że stan środowiska się polepszy.",R,0,0,0,1,1,1,1,1,1,0,Help,LIK,ST,Zawodowe lub policealne
148,444,Mężczyzna,NA,35-44 lata,41,wieś,NA,NA,NA,1,Yes,"Dyrektor zdawał sobie sprawę, że może pomóc środowisku.",Q,3,3,1,-2,2,1,-2,1,2,2,Help,FC,AG,Średnie
149,161,Mężczyzna,NA,25-34 lata,31,średnie miasto (od 20 do 99 tys. mieszkańców),20 – 49 tys. mieszkańców,NA,0,NA,Neither,"Nie było jasne, czy dyrektor był, czy nie był przekonany, że pomoże środowisku.",B,0,0,0,0,0,0,0,0,0,0,Help,LIK,AG,Średnie
150,260,Kobieta,NA,55 lat lub więcej,57,duże miasto (od 100 do 500 tys. mieszkańców),NA,200 – 500 tys. mieszkańców,3,NA,Yes,"Dyrektor zdawał sobie sprawę, że wdrożenie programu może zaszkodzić środowisku.",Q,3,3,3,3,3,0,2,1,3,3,Harm,LIK,PR,Wyższe magisterskie
151,258,Kobieta,NA,35-44 lata,36,średnie miasto (od 20 do 99 tys. mieszkańców),50 – 99 tys. mieszkańców,NA,3,NA,Yes,"Dyrektor był przekonany, że wdrożenie programu zaszkodzi środowisku.",B,3,2,3,3,2,3,2,2,3,2,Harm,LIK,PR,Zawodowe lub policealne
152,211,Kobieta,NA,45-54 lata,50,średnie miasto (od 20 do 99 tys. mieszkańców),50 – 99 tys. mieszkańców,NA,1,NA,Yes,"Dyrektor był przekonany, że zaszkodzi środowisku.",B,3,1,0,0,0,0,2,1,3,0,Harm,LIK,AG,Wyższe magisterskie
153,254,Kobieta,NA,55 lat lub więcej,64,średnie miasto (od 20 do 99 tys. mieszkańców),50 – 99 tys. mieszkańców,NA,NA,1,Yes,"Dyrektor zdawał sobie sprawę, że wdrożenie programu może pomóc środowisku.",Q,3,3,3,3,3,3,3,3,3,3,Help,FC,PR,Średnie
154,212,Mężczyzna,NA,45-54 lata,50,wieś,NA,NA,NA,1,Yes,"Dyrektor był przekonany, że zaszkodzi środowisku.",B,3,3,3,3,3,3,3,3,3,3,Harm,FC,AG,Średnie
155,272,Kobieta,NA,35-44 lata,35,średnie miasto (od 20 do 99 tys. mieszkańców),20 – 49 tys. mieszkańców,NA,1,NA,Yes,"Dyrektor zdawał sobie sprawę, że może pomóc środowisku.",Q,1,1,1,1,1,1,1,1,1,1,Help,LIK,AG,Średnie
156,200,Kobieta,NA,55 lat lub więcej,68,średnie miasto (od 20 do 99 tys. mieszkańców),20 – 49 tys. mieszkańców,NA,3,NA,Yes,"Dyrektor zdawał sobie sprawę, że może zaszkodzić środowisku.",Q,3,3,3,3,3,3,3,3,3,3,Harm,LIK,AG,Średnie
157,205,Kobieta,NA,55 lat lub więcej,62,średnie miasto (od 20 do 99 tys. mieszkańców),50 – 99 tys. mieszkańców,NA,NA,1,Yes,"Dyrektor był przekonany, że stan środowiska się pogorszy.",B,3,3,3,3,3,3,3,3,3,3,Harm,FC,ST,Średnie
158,218,Kobieta,NA,55 lat lub więcej,67,wieś,NA,NA,3,NA,Yes,"Dyrektor zdawał sobie sprawę, że stan środowiska może się pogorszyć.",Q,3,3,2,2,3,3,3,2,3,3,Harm,LIK,ST,Wyższe magisterskie
159,205,Kobieta,NA,55 lat lub więcej,63,wieś,NA,NA,3,NA,Yes,"Dyrektor zdawał sobie sprawę, że może zaszkodzić środowisku.",Q,3,2,3,2,3,2,3,3,3,3,Harm,LIK,AG,Zawodowe lub policealne
160,207,Kobieta,NA,55 lat lub więcej,66,wielkie miasto (powyżej 500 tys. mieszkańców),NA,NA,3,NA,Yes,"Dyrektor był przekonany, że stan środowiska się polepszy.",B,3,3,2,2,3,2,3,3,3,3,Help,LIK,ST,Średnie
161,226,Mężczyzna,NA,45-54 lata,48,średnie miasto (od 20 do 99 tys. mieszkańców),50 – 99 tys. mieszkańców,NA,NA,1,Yes,"Dyrektor miał powody, by sądzić, że wdrożenie programu pomoże środowisku.",R,0,0,0,0,0,0,0,0,0,0,Help,FC,PR,Średnie
162,158,Mężczyzna,NA,55 lat lub więcej,60,duże miasto (od 100 do 500 tys. mieszkańców),NA,200 – 500 tys. mieszkańców,0,NA,Neither,"Nie było jasne, czy dyrektor zdawał sobie sprawę, czy nie zdawał sobie sprawy, że stan środowiska może się polep",Q,2,2,-1,0,2,0,-2,-1,0,-1,Help,LIK,ST,Wyższe magisterskie
163,273,Mężczyzna,NA,55 lat lub więcej,66,wielkie miasto (powyżej 500 tys. mieszkańców),NA,NA,NA,0,No,"Dyrektor nie był przekonany, że stan środowiska się polepszy.",B,0,1,-1,-2,0,0,-1,0,1,1,Help,FC,ST,Średnie
164,423,Kobieta,NA,55 lat lub więcej,69,średnie miasto (od 20 do 99 tys. mieszkańców),50 – 99 tys. mieszkańców,NA,-3,NA,No,"Dyrektor nie zdawał sobie sprawy, że wdrożenie programu może zaszkodzić środowisku.",Q,3,3,3,3,3,3,3,3,3,3,Harm,LIK,PR,Wyższe magisterskie
165,560,Kobieta,NA,45-54 lata,50,małe miasto (do 20 tys. mieszkańców),NA,NA,NA,1,Yes,"Dyrektor zdawał sobie sprawę, że może zaszkodzić środowisku.",Q,2,2,2,2,2,2,2,2,2,2,Harm,FC,AG,Wyższe magisterskie
166,878,Mężczyzna,NA,55 lat lub więcej,74,wielkie miasto (powyżej 500 tys. mieszkańców),NA,NA,3,NA,Yes,"Dyrektor był przekonany, że zaszkodzi środowisku.",B,3,3,2,2,3,-2,-2,3,3,2,Harm,LIK,AG,Wyższe magisterskie
167,280,Mężczyzna,NA,45-54 lata,52,średnie miasto (od 20 do 99 tys. mieszkańców),20 – 49 tys. mieszkańców,NA,NA,1,Yes,"Dyrektor zdawał sobie sprawę, że wdrożenie programu może zaszkodzić środowisku.",Q,3,3,3,3,3,3,3,3,3,3,Harm,FC,PR,Wyższe licencjackie lub inżynierskie
168,232,Kobieta,NA,35-44 lata,38,wieś,NA,NA,NA,1,Yes,"Dyrektor zdawał sobie sprawę, że stan środowiska może się pogorszyć.",Q,0,3,2,0,2,0,2,2,0,-3,Harm,FC,ST,Zawodowe lub policealne
169,1008,Kobieta,NA,55 lat lub więcej,63,wieś,NA,NA,NA,0,No,"Dyrektor nie był przekonany, że stan środowiska się polepszy.",B,0,0,0,0,0,0,0,0,0,0,Help,FC,ST,Zawodowe lub policealne
170,494,Kobieta,NA,55 lat lub więcej,62,średnie miasto (od 20 do 99 tys. mieszkańców),50 – 99 tys. mieszkańców,NA,-3,NA,No,Inne,O,3,3,3,3,3,3,3,3,3,3,Harm,LIK,PR,Średnie
171,178,Kobieta,NA,55 lat lub więcej,62,średnie miasto (od 20 do 99 tys. mieszkańców),50 – 99 tys. mieszkańców,NA,NA,1,Yes,"Dyrektor był przekonany, że wdrożenie programu zaszkodzi środowisku.",B,3,-3,0,-3,3,3,3,3,3,0,Harm,FC,PR,Wyższe licencjackie lub inżynierskie
172,170,Kobieta,NA,55 lat lub więcej,58,duże miasto (od 100 do 500 tys. mieszkańców),NA,100 – 200 tys. mieszkańców,NA,1,Yes,"Dyrektor zdawał sobie sprawę, że może zaszkodzić środowisku.",Q,3,-3,3,3,3,2,-2,1,3,1,Harm,FC,AG,Wyższe magisterskie
173,472,Kobieta,NA,55 lat lub więcej,62,duże miasto (od 100 do 500 tys. mieszkańców),NA,200 – 500 tys. mieszkańców,NA,1,Yes,"Dyrektor był przekonany, że stan środowiska się pogorszy.",B,3,2,2,3,3,0,2,3,3,3,Harm,FC,ST,Zawodowe lub policealne
174,229,Kobieta,NA,55 lat lub więcej,76,średnie miasto (od 20 do 99 tys. mieszkańców),20 – 49 tys. mieszkańców,NA,NA,1,Yes,"Dyrektor zdawał sobie sprawę, że wdrożenie programu może pomóc środowisku.",Q,3,-2,3,3,3,3,3,3,3,3,Help,FC,PR,Wyższe magisterskie
175,1059,Mężczyzna,NA,55 lat lub więcej,55,małe miasto (do 20 tys. mieszkańców),NA,NA,NA,0,No,"Dyrektor nie zdawał sobie sprawy, że może pomóc środowisku.",Q,0,0,0,0,0,0,0,0,0,0,Help,FC,AG,Średnie
176,691,Kobieta,NA,55 lat lub więcej,63,wielkie miasto (powyżej 500 tys. mieszkańców),NA,NA,-2,NA,No,Inne,O,3,3,3,3,3,3,3,3,3,3,Harm,LIK,AG,Zawodowe lub policealne
177,682,Kobieta,NA,25-34 lata,33,małe miasto (do 20 tys. mieszkańców),NA,NA,NA,0,No,"Dyrektor nie miał powodów, by sądzić, że wdrożenie programu pomoże środowisku.",R,3,0,0,-2,-3,-3,0,-3,-3,-3,Help,FC,PR,Wyższe magisterskie
178,135,Mężczyzna,NA,55 lat lub więcej,62,średnie miasto (od 20 do 99 tys. mieszkańców),50 – 99 tys. mieszkańców,NA,NA,1,Yes,"Dyrektor miał powody, by sądzić, że stan środowiska się pogorszy.",R,3,3,3,3,3,3,3,3,3,3,Harm,FC,ST,Zawodowe lub policealne
179,543,Kobieta,NA,45-54 lata,53,duże miasto (od 100 do 500 tys. mieszkańców),NA,100 – 200 tys. mieszkańców,-1,NA,No,"Dyrektor nie miał powodów, by sądzić, że pomoże środowisku.",R,3,-2,-2,-1,-2,-3,-2,-1,-1,1,Help,LIK,AG,Wyższe magisterskie
180,178,Kobieta,NA,25-34 lata,30,średnie miasto (od 20 do 99 tys. mieszkańców),20 – 49 tys. mieszkańców,NA,0,NA,Neither,"Nie było jasne, czy dyrektor był, czy nie był przekonany, że zaszkodzi środowisku.",B,1,1,1,1,1,1,1,1,1,1,Harm,LIK,AG,Średnie
181,179,Mężczyzna,NA,25-34 lata,32,wieś,NA,NA,3,NA,Yes,"Dyrektor zdawał sobie sprawę, że wdrożenie programu może zaszkodzić środowisku.",Q,3,3,3,3,3,3,0,3,3,0,Harm,LIK,PR,Średnie
182,338,Mężczyzna,NA,55 lat lub więcej,65,wieś,NA,NA,NA,0,No,"Dyrektor nie był przekonany, że pomoże środowisku.",B,1,1,1,1,1,1,1,1,1,1,Help,FC,AG,Średnie
183,208,Kobieta,NA,25-34 lata,28,małe miasto (do 20 tys. mieszkańców),NA,NA,NA,1,Yes,"Dyrektor zdawał sobie sprawę, że wdrożenie programu może zaszkodzić środowisku.",Q,3,1,3,3,3,2,3,3,3,1,Harm,FC,PR,Zawodowe lub policealne
184,212,Kobieta,NA,55 lat lub więcej,65,duże miasto (od 100 do 500 tys. mieszkańców),NA,100 – 200 tys. mieszkańców,1,NA,Yes,"Dyrektor zdawał sobie sprawę, że wdrożenie programu może pomóc środowisku.",Q,3,1,-1,-1,0,-1,-1,2,2,1,Help,LIK,PR,Zawodowe lub policealne
185,220,Kobieta,NA,25-34 lata,28,wieś,NA,NA,NA,1,Yes,"Dyrektor zdawał sobie sprawę, że wdrożenie programu może pomóc środowisku.",Q,3,-3,-3,-3,-3,-3,-3,-3,3,-3,Help,FC,PR,Średnie
186,394,Mężczyzna,NA,25-34 lata,32,średnie miasto (od 20 do 99 tys. mieszkańców),50 – 99 tys. mieszkańców,NA,NA,1,Yes,"Dyrektor zdawał sobie sprawę, że wdrożenie programu może pomóc środowisku.",Q,3,-2,0,-3,0,-3,0,0,0,0,Help,FC,PR,Wyższe magisterskie
187,190,Kobieta,NA,55 lat lub więcej,55,wielkie miasto (powyżej 500 tys. mieszkańców),NA,NA,NA,1,Yes,"Dyrektor miał powody, by sądzić, że wdrożenie programu pomoże środowisku.",R,2,1,3,2,3,3,3,3,3,2,Help,FC,PR,Zawodowe lub policealne
188,309,Mężczyzna,NA,55 lat lub więcej,81,wieś,NA,NA,NA,1,Yes,"Dyrektor zdawał sobie sprawę, że wdrożenie programu może zaszkodzić środowisku.",Q,3,3,3,3,3,3,0,3,3,0,Harm,FC,PR,Doktorat lub więcej
189,227,Kobieta,NA,55 lat lub więcej,65,duże miasto (od 100 do 500 tys. mieszkańców),NA,100 – 200 tys. mieszkańców,NA,0,No,Inne,O,0,-1,-1,-1,-1,-1,0,-1,-1,-1,Help,FC,PR,Wyższe magisterskie
190,165,Kobieta,NA,45-54 lata,50,wielkie miasto (powyżej 500 tys. mieszkańców),NA,NA,-3,NA,No,"Dyrektor nie zdawał sobie sprawy, że wdrożenie programu może pomóc środowisku.",Q,3,-3,-3,-3,-3,-3,-3,-3,-3,-3,Help,LIK,PR,Wyższe licencjackie lub inżynierskie
191,205,Kobieta,NA,55 lat lub więcej,56,średnie miasto (od 20 do 99 tys. mieszkańców),50 – 99 tys. mieszkańców,NA,3,NA,Yes,"Dyrektor zdawał sobie sprawę, że wdrożenie programu może pomóc środowisku.",Q,3,-2,-1,0,-2,-2,-1,-2,2,1,Help,LIK,PR,Wyższe magisterskie
192,416,Kobieta,NA,55 lat lub więcej,60,duże miasto (od 100 do 500 tys. mieszkańców),NA,100 – 200 tys. mieszkańców,3,NA,Yes,"Dyrektor zdawał sobie sprawę, że wdrożenie programu może pomóc środowisku.",Q,3,3,1,3,3,3,2,3,2,3,Help,LIK,PR,Średnie
